2676,529;73
2677,529;7958
2678,529;87
2679,529;84
2680,529;66
2681,529;79
2682,529;90
2683,529;12457
2684,529;84
2685,529;78
2686,529;83
2687,529;86
2688,529;105
2689,529;13293
2690,529;83
2691,529;71
2692,529;75
2693,529;78
2694,529;88
2695,529;13436
2696,529;80
2697,529;95
2698,529;80
2699,529;92
2700,529;83
2701,529;13439
2702,529;84
2703,529;94
2704,529;100
2705,529;89
2706,529;90
2707,529;13437
2708,529;79
2709,529;97
2710,529;106
2711,529;71
2712,529;98
2713,529;13476
2714,529;78
2715,529;100
2716,529;86
2717,529;94
2718,529;80
2719,529;13426
2720,529;90
2721,529;90
2722,529;91
2723,529;99
2724,529;100
2725,529;13431
2726,529;74
2727,529;84
2728,529;94
2729,142;110
2730,142;84
2731,142;13422
2732,142;84
2733,142;91
2734,142;109
2735,142;94
2736,142;92
2737,142;13455
2738,142;70
2739,142;80
2740,142;90
2741,142;77
2742,142;90
2743,142;13443
2744,142;71
2745,142;75
2746,142;100
2747,142;98
2748,142;72
2749,142;13410
2750,142;84
2751,142;77
2752,142;86
2753,142;90
2754,142;112
2755,142;13365
2756,142;104
2757,142;100
2758,142;98
2759,142;90
2760,142;96
2761,142;13358
2762,142;88
2763,142;94
2764,142;97
2765,142;96
2766,142;102
2767,142;13328
2768,142;82
2769,142;105
2770,142;93
2771,142;99
2772,142;117
2773,142;13358
2774,142;75
2775,142;94
2776,142;100
2777,142;94
2778,142;106
2779,142;13371
2780,142;77
2781,142;104
2782,142;83
2783,142;86
2784,142;114
2785,142;13378
2786,142;60
2787,142;100
2788,142;93
2789,142;92
2790,142;96
2791,142;13348
2792,142;86
2793,142;90
2794,142;96
2795,142;105
2796,142;74
2797,142;13347
2798,142;95
2799,142;102
2800,142;100
2801,142;103
2802,142;90
2803,142;13365
2804,142;84
2805,142;81
2806,142;86
2807,142;87
2808,142;90
2809,142;13354
2810,142;92
2811,142;93
2812,142;97
2813,142;80
2814,142;107
2815,142;13364
2816,142;79
2817,142;88
2818,142;88
2819,142;107
2820,142;109
2821,142;13372
2822,142;85
2823,142;80
2824,142;84
2825,142;102
2826,142;91
2827,142;13326
2828,142;99
2829,142;79
2830,142;108
2831,142;79
2832,142;110
2833,142;13319
2834,142;79
2835,142;91
2836,142;87
2837,142;99
2838,142;97
2839,142;13331
2840,142;76
2841,142;87
2842,142;95
2843,142;94
2844,142;94
2845,142;13316
2846,142;81
2847,142;86
2848,142;105
2849,142;103
2850,142;113
2851,142;13330
2852,142;79
2853,142;89
2854,142;103
2855,142;94
2856,142;89
2857,142;13309
2858,142;89
2859,142;93
2860,142;79
2861,142;94
2862,142;83
2863,142;13328
2864,142;91
2865,142;79
2866,142;124
2867,142;87
2868,142;97
2869,142;13330
2870,142;65
2871,142;97
2872,142;98
2873,142;102
2874,142;102
2875,142;13277
2876,142;85
2877,142;81
2878,142;95
2879,142;108
2880,142;84
2881,142;13253
2882,142;88
2883,142;94
2884,142;85
2885,142;94
2886,142;104
2887,142;13261
2888,142;103
2889,142;95
2890,142;105
2891,142;77
2892,142;114
2893,142;13324
2894,142;87
2895,142;88
2896,142;65
2897,142;82
2898,142;84
2899,142;13304
2900,142;90
2901,142;96
2902,142;91
2903,142;94
2904,142;82
2905,142;13277
