2614,222;103
2615,222;7900
2616,222;92
2617,222;80
2618,222;90
2619,222;89
2620,222;4075
2621,222;8424
2622,222;76
2623,222;81
2624,222;94
2625,222;105
2626,222;4974
2627,222;8415
2628,222;82
2628,33;95
2629,33;98
2630,33;98
2631,33;5148
2632,33;8392
2633,33;82
2634,33;95
2635,33;89
2636,33;100
2637,33;5221
2638,33;8362
2639,33;74
2640,33;89
2641,33;89
2642,33;94
2643,33;5239
2644,33;8303
2645,33;76
2646,33;95
2647,33;72
2648,33;104
2649,33;5171
2650,33;8343
2651,33;81
2652,33;79
2653,33;103
2654,33;84
2655,33;5190
2656,33;8312
2657,33;86
2658,33;76
2659,33;95
2660,33;89
2661,33;5150
2662,33;8332
2663,33;94
2664,33;93
2665,33;78
2666,33;99
2667,33;5235
2668,33;8245
2669,33;76
2670,33;96
2671,33;109
2672,33;86
2673,33;5155
2674,33;8307
2675,33;90
2676,33;88
2677,33;86
2678,33;95
2679,33;5178
2680,33;8311
2681,33;97
2682,33;86
2683,33;103
2684,33;92
2685,33;5181
2686,33;8323
2687,33;89
2688,33;95
2689,33;93
2690,33;104
2691,33;5161
2692,33;8331
2693,33;91
2694,33;88
2695,33;109
2696,33;84
2697,33;5172
2698,33;8322
2699,33;82
2700,33;96
2701,33;99
2702,33;99
2703,33;5153
2704,33;8315
2705,33;85
2706,33;86
2707,33;102
2708,33;102
2709,33;5166
2710,33;8292
2711,33;88
2712,33;93
2713,33;93
2714,33;102
2715,33;5161
2716,33;8281
2717,33;88
2718,33;101
2719,33;93
2720,33;102
2721,33;5155
2722,33;8315
2723,33;90
2724,33;110
2725,33;104
2726,33;95
2727,33;5071
2728,33;8297
2729,744;79
2730,744;88
2731,744;88
2732,744;89
2733,744;5140
2734,744;8294
2735,744;93
2736,744;100
2737,744;95
2738,744;103
2739,744;5150
2740,744;8326
2741,744;78
2742,744;91
2743,744;102
2744,744;109
2745,744;5144
2746,744;8270
2747,744;85
2748,744;97
2749,744;102
2750,744;94
2751,744;5114
2752,744;8324
2753,744;102
2754,744;108
2755,744;96
2756,744;102
2757,744;5122
2758,744;8276
2759,744;84
2760,744;86
2761,744;105
2762,744;104
2763,744;5131
2764,744;8264
2765,744;91
2766,744;77
